Date,Close,High,Low,Open,Volume
,SGE.L,SGE.L,SGE.L,SGE.L,SGE.L
2020-08-17,744.1839599609375,749.977594703886,735.9929296844858,735.9929296844858,1298163
2020-08-18,744.7833251953125,751.5759259779526,737.1916738089917,740.7877063670795,1621310
2020-08-19,738.5902099609375,753.7735136622426,738.1906236663522,747.7800850533142,1964319
2020-08-20,736.9918823242188,740.9875011613989,729.2004377853784,734.5945476028936,2552032
2020-08-21,734.1949462890625,742.5857700625447,729.6000091077722,735.9929625352934,2006133
2020-08-24,738.9896240234375,748.379351817679,730.1992755808302,740.3881148756179,1155165
2020-08-25,737.9907836914062,747.1807191689635,733.1960533021647,740.5879725047946,1452409
2020-08-26,757.7691040039062,757.7691040039062,734.5945630360302,741.5868961479978,1446861
2020-08-27,746.3816528320312,761.5650174583792,746.3816528320312,761.5650174583792,1272409
2020-08-28,739.788818359375,752.3750545334027,738.7899136297683,749.9776587950242,2782397
2020-09-01,733.3959350585938,747.3806026152664,728.4014109312106,744.5836812975944,3187015
2020-09-02,744.3838500976562,754.1660933378587,736.7891497838751,738.9897399284197,2317340
2020-09-03,722.2081909179688,752.9744474383774,721.8086045992923,747.7801301371445,1561992
2020-09-04,702.22998046875,729.2004064611486,698.434154930147,715.2157411317568,2994657
2020-09-07,721.8084716796875,722.208057924781,705.8259973687656,706.8249020131982,874190
2020-09-08,712.0191650390625,724.6053991973864,698.6338803869897,722.008210735369,2224299
2020-09-09,726.0038452148438,731.7974796543285,708.0235625602578,709.8215786320568,2682773
2020-09-10,724.40576171875,732.5967931431148,718.4123330133577,728.4013808556782,1809209
2020-09-11,716.2146606445312,727.80193062747,716.2146606445312,720.6098656550548,2434300
2020-09-14,721.0093994140625,728.2015254392219,717.2135737522103,720.4100809820927,2453590
2020-09-15,725.204833984375,730.7986760850863,719.2114056043389,722.0083266546944,1984371
2020-09-16,726.0038452148438,734.5944612863468,724.0060360310008,726.0038452148438,3046238
2020-09-17,726.4035034179688,732.9962499906037,716.2146633771023,716.4144565089435,2882981
