Date,Close,High,Low,Open,Volume
2020-08-17,17.22707748413086,17.329011943085444,17.10815178839183,17.329011943085444,672400
2020-08-18,16.963747024536133,17.30353294981158,16.938264214294033,17.142134797327678,764600
2020-08-19,16.77686882019043,17.048696308927994,16.742889573988414,16.989234248294103,754200
2020-08-20,16.437074661254883,16.64943996276924,16.428579854768067,16.589977937580205,936900
2020-08-21,16.318153381347656,16.394605040080997,16.16525168410008,16.34363780766514,630500
2020-08-24,16.759876251220703,16.870307161747267,16.309662659715123,16.40310232990758,1298800
2020-08-25,16.530515670776367,16.861806670516305,16.454065646456634,16.844817056125784,836400
2020-08-26,16.173742294311523,16.5220212624781,16.15675268117689,16.5220212624781,763700
2020-08-27,16.199234008789062,16.301170123477124,16.01235302211712,16.182244386304454,1198800
2020-08-28,16.513530731201172,16.53901353728184,16.19073447894714,16.25869132886076,707700
2020-08-31,16.139768600463867,16.52202692593097,16.139768600463867,16.479552878535046,605900
2020-09-01,16.02934455871582,16.097301436549614,15.842461929508067,16.054827375266136,647000
2020-09-02,15.93589973449707,16.105791081555942,15.850953250857927,15.969877355821078,1120800
2020-09-03,15.816973686218262,16.216220003984525,15.706542784989388,15.90191853920144,1680600
2020-09-04,15.749015808105469,16.054820823451625,15.545143637582552,15.952886358409277,1325900
2020-09-08,15.137402534484863,15.511166020089917,14.992994025516033,15.477186784935316,2514800
2020-09-09,15.23084831237793,15.409234489003815,15.205363878480123,15.307299993851762,1208600
2020-09-10,14.687189102172852,15.307295565654641,14.678694293331018,15.28181113912914,2291300
2020-09-11,14.71267032623291,14.806111593224996,14.59374625567494,14.72965994208946,1205500
2020-09-14,14.806114196777344,14.950522716513376,14.653210867619283,14.738157341620342,858100
2020-09-15,14.70417594909668,15.06094979144203,14.678693144784221,14.916541292868459,678200
2020-09-16,15.307296752929688,15.511167320289088,14.738157478135811,14.865576380208031,1867400
2020-09-17,15.324286460876465,15.324286460876465,14.89955570469101,15.06944703503364,1232900
2020-09-18,15.128907203674316,15.324284558633565,14.992993508183828,15.264820899164805,1128700
2020-09-21,14.644718170166016,14.79762152137483,14.41536314335279,14.77213708943354,1526100
2020-09-22,14.50879955291748,14.899552609960244,14.491809937346291,14.644713237049158,895000
2020-09-23,13.852840423583984,14.621005316428004,13.844210818643985,14.543325702025319,1689800
2020-09-24,13.861472129821777,14.11177348361259,13.568016988064356,13.792423764335156,2107400
2020-09-25,13.861472129821777,13.965045501173156,13.645696605017168,13.74063790178091,1601300
2020-09-28,14.189453125,14.344812359173154,14.10314225643237,14.129036010875527,1779900
2020-09-29,13.818317413330078,14.18082174093045,13.680220683410212,14.154927986729396,1408200
2020-09-30,13.775163650512695,14.042726714531549,13.697484024729107,13.913261220306595,1551200
2020-10-01,13.343609809875488,13.680221219589304,13.283192693947933,13.628434532278922,1630400
2020-10-02,13.490336418151855,13.602540209921882,12.98110414131919,13.024259572480183,2299100
2020-10-05,13.904630661010742,13.913261913888421,13.585280889509265,13.637067583653758,1797800
2020-10-06,13.697484970092773,14.18082443992637,13.662960781041916,14.09451355573843,2172100
2020-10-07,13.895998001098633,13.939152614874263,13.637066202837376,13.775162942410981,1086500
2020-10-08,14.413861274719238,14.431122132097014,13.9564148062276,14.02546317446757,1593300
2020-10-09,14.206714630126953,14.577850229536711,14.180822520744949,14.577850229536711,1623900
2020-10-12,14.241241455078125,14.293027326693956,14.025465069395123,14.189455583462294,1046000
2020-10-13,14.03409481048584,14.336182047146975,14.008201054345855,14.249871172923365,1100000
2020-10-14,14.085881233215332,14.422491845123407,14.05135786990728,14.068618728439773,1152500
2020-10-15,14.258502960205078,14.2757654649464,13.732008089296214,13.852842329999339,1681800
2020-10-16,13.965045928955078,14.232608147631433,13.939152173763325,14.215345644170265,1575400
2020-10-19,13.662958145141602,14.085879585203685,13.654326893763656,14.02546247180094,1839100
2020-10-20,13.84421157836914,13.947783305761176,13.66295858606869,13.757899884925697,1921900
2020-10-21,13.559386253356934,13.835580548950848,13.559386253356934,13.757900105916129,1655700
2020-10-22,14.111772537231445,14.137664643650716,13.516229395946576,13.576646505915242,1763000
2020-10-23,14.042723655700684,14.275762482290187,13.895995688541669,14.180820372292379,2105000
2020-10-26,13.568016052246094,13.852839922892349,13.421288079926837,13.809685314780769,2028100
2020-10-27,13.386765480041504,13.57664808289038,13.360871724371806,13.57664808289038,1120400
2020-10-28,12.851639747619629,13.16235739639104,12.799853061263667,13.058784846800569,3728100
2020-10-29,13.24003791809082,13.274562103644165,12.532291702686514,12.72217431166915,2874500
2020-10-30,13.26593017578125,13.291823107847035,12.972474201964118,13.136464692330854,2956000
2020-11-02,13.732007026672363,13.904628768241464,13.222774699910744,13.438551053750654,3065900
2020-11-03,13.654328346252441,13.956415591643779,13.533494106593125,13.956415591643779,2598100
2020-11-04,13.654328346252441,13.97367809623598,13.300455233327547,13.628435412485663,2098500
2020-11-05,13.654328346252441,13.939153087051578,13.654328346252441,13.697483784611421,1951800
2020-11-06,13.40402889251709,13.861474601205009,13.352243020729864,13.654329467812923,1972500
2020-11-09,15.207919120788574,15.561792232139135,14.854044363194975,14.88856937222578,5406800
2020-11-10,15.682623863220215,15.682623863220215,15.173391588403094,15.475478782212994,4028300
2020-11-11,15.561790466308594,15.846615173520899,15.415062487063295,15.846615173520899,2749600
2020-11-12,15.009403228759766,15.501373071207222,14.888568992718074,15.320121717144685,2568800
2020-11-13,15.604944229125977,15.656730087740977,15.130236958295836,15.130236958295836,2672500
2020-11-16,16.588886260986328,16.59751751308993,16.027868044196325,16.18322728957513,3489900
