Country,Sector,Indicator,total_return,annual_return,volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,profit_factor
US,finance_and_banking,Bollinger_Bands,0.14128817506689972,0.02810715658728946,0.048705057510026246,0.5770890750206675,0.2537702410584332,-0.07135292935322328,0.39391734638039433,0.04302788844621514,1.3987416698778983
US,finance_and_banking,RSI,0.09170302596807711,0.019337790808025446,0.05543446028416567,0.34884060760936286,0.14197756126090041,-0.12444652959144313,0.15539035818444472,0.04302788844621514,1.2283493806395887
US,finance_and_banking,MACD,0.6092223423409728,0.1089597296170417,0.1258209369164548,0.8659904487072057,0.9509290404540993,-0.18365788367124314,0.5932755373141787,0.28127490039840636,1.2106435598090162
US,finance_and_banking,Ichimoku,0.5685551235987873,0.10385673392431882,0.13008814634685573,0.798356628492532,0.9896626445923002,-0.23299049842224476,0.44575523305719106,0.35139442231075696,1.174934435367841
US,healthcare,Bollinger_Bands,0.043192228973265134,0.00938976719312734,0.04130560031390859,0.22732431248470633,0.09243687139185383,-0.06573236182048767,0.1428484681376641,0.05099601593625498,1.1293948936623117
US,healthcare,RSI,-0.18159680516264154,-0.038540179085321924,0.04318907021567891,-0.8923595458957276,-0.3561903576586002,-0.2050327034913255,-0.18797088673686868,0.03745019920318725,0.5862463258107722
US,healthcare,MACD,0.06974098966654663,0.018892144703519298,0.10171832560610979,0.1857300008719818,0.18692870309605264,-0.20818954967544442,0.09074492323448063,0.2597609561752988,1.0440309817124434
US,healthcare,Ichimoku,-0.012127628323517103,0.0018804560821044092,0.0930284330657418,0.02021377787558261,0.020779730061769475,-0.25114466005022135,0.007487541569581351,0.2621513944223108,1.0047343031762008
US,technology,Bollinger_Bands,0.23574314975720534,0.045974655561586975,0.06974062549349132,0.6592234473990723,0.2095857887976813,-0.0649422516960945,0.7079313445541002,0.04940239043824701,1.5038013172178257
US,technology,RSI,0.2226323518596629,0.0448124351274497,0.08301713697854089,0.5397974051915724,0.17293157437996567,-0.1565676993805914,0.2862176253769798,0.04940239043824701,1.3779394859149472
US,technology,MACD,0.414025779527736,0.0873201758957558,0.1680522427831436,0.5196013718688341,0.4970806060911452,-0.30345200079178963,0.28775613826210894,0.2685258964143426,1.1284907723739186
US,technology,Ichimoku,0.7056369159118971,0.12704932581267991,0.15731895606628798,0.8075906997447043,0.8727934790988789,-0.26299570883897266,0.48308516657383876,0.3386454183266932,1.1778675472371283
UK,consumer_goods,Bollinger_Bands,0.16465815255662664,0.033062177392074954,0.06425162835899191,0.5145733771500276,0.17583450166521084,-0.16751172099419862,0.19737232234167057,0.040444091990483745,1.4003518358097915
UK,consumer_goods,RSI,0.13165554275854818,0.027245197664466758,0.06557918795351522,0.41545494103676744,0.13227342920808233,-0.08619604340492538,0.31608408678895256,0.047581284694686754,1.2985167788443086
UK,consumer_goods,MACD,0.6464949874682855,0.11429082046670924,0.13077311851186163,0.8739626443667214,0.8203915582136225,-0.16884430689008303,0.6769006463517429,0.2727993655828707,1.2220936149476653
UK,consumer_goods,Ichimoku,0.4456858554067744,0.09227785557699653,0.16734030396610144,0.5514383169501681,0.4457315643050537,-0.25758702484739504,0.35823953334476244,0.32989690721649484,1.1430258950663097
UK,energy,Bollinger_Bands,-0.09282137235801025,-0.01418579916195628,0.10150467541866905,-0.1397551305242358,-0.05295874573161358,-0.23195825397457068,-0.0611566905634298,0.045995241871530534,0.9164372961450356
UK,energy,RSI,-0.11327534459549637,-0.02024547598060733,0.08396156262400936,-0.24112790838909426,-0.08264344719297602,-0.25294414573273183,-0.08003931429984266,0.045995241871530534,0.8581052066669012
UK,energy,MACD,0.5392772302550537,0.10926257155586017,0.18777796722636864,0.5818710957933781,0.6265269982959271,-0.199551539174314,0.5475406103503725,0.26724821570182394,1.1482099758742357
UK,energy,Ichimoku,0.043552073441980754,0.029152905731580914,0.20109384384215878,0.14497164694143205,0.14909228355599022,-0.3011461682833936,0.09680649731577051,0.2656621728786677,1.0354456560943204
UK,finance_and_banking,Bollinger_Bands,0.02730876568142193,0.010308660010368564,0.09770959655418554,0.10550304549309877,0.03383938806644411,-0.15484269145261506,0.06657505054749852,0.04361617763679619,1.069957416705468
UK,finance_and_banking,RSI,-0.061309674540724335,-0.008612086831612742,0.08951487248453023,-0.09620844662545952,-0.0462153179818258,-0.19947450403887138,-0.04317387263654765,0.03647898493259318,0.9459901075145396
UK,finance_and_banking,MACD,1.1421692904892922,0.18389009554926372,0.18245267976005503,1.0078782936545467,1.1605102377295107,-0.2518781568681444,0.730075596215865,0.2751784298176051,1.2444157788484391
UK,finance_and_banking,Ichimoku,0.6108326191552089,0.12517953200291254,0.21299654541827992,0.5877068651845342,0.5842919103463953,-0.28409693070216635,0.4406226131817833,0.29976209357652656,1.1451852207425477
UK,healthcare,Bollinger_Bands,-0.11128722199173868,-0.021215323585438428,0.06491836500092825,-0.3268000293158196,-0.11654818270312466,-0.15743749989724648,-0.13475394108319091,0.04203013481363997,0.8239985867376426
UK,healthcare,RSI,-0.1951718009277642,-0.03889802075916127,0.08527102893245066,-0.45616924348333127,-0.1397798579154541,-0.2329045579214714,-0.16701270729221426,0.04361617763679619,0.7362940734374598
UK,healthcare,MACD,0.3777907824039137,0.0805104423824139,0.16352443917015477,0.4923450145494096,0.5016904792552757,-0.20645971305314778,0.3899571552813722,0.2846946867565424,1.1181362144137579
UK,healthcare,Ichimoku,0.19591798636037794,0.04785259022209054,0.14816014771186856,0.32297882366553043,0.294614001705653,-0.19878083476484956,0.2407304017950141,0.23711340206185566,1.086463015478995
UK,technology,Bollinger_Bands,0.005903284593080427,0.003349924367786139,0.06599584379162116,0.05075962629348859,0.024007241078690653,-0.1366233090917422,0.02451942051510898,0.04203013481363997,1.0298709841134606
UK,technology,RSI,0.25463200355378657,0.04866300048730965,0.06630590621285706,0.7339165282062556,0.3468203011796803,-0.10478204917990137,0.4644211567551962,0.047581284694686754,1.5162531506196166
UK,technology,MACD,0.06588334002078877,0.032058865894111,0.19548957040508505,0.16399271750242225,0.1651701179033505,-0.24829737891948833,0.12911479788317157,0.24345757335448057,1.049222119513371
UK,technology,Ichimoku,0.5893238207412692,0.11070054966635423,0.16019554153795626,0.6910338989685626,0.9101528599550833,-0.15976178020807094,0.692910091025399,0.253766851704996,1.2035762581420235
